Country,Year,Energy Type,Production (GWh),Installed Capacity (MW),Investments (USD),Population,GDP,Energy Consumption,Energy Exports,Energy Imports,CO2 Emissions,Renewable Energy Jobs,Government Policies,R&D Expenditure,Renewable Energy Targets,Average Annual Temperature,Annual Rainfall,Solar Irradiance,Wind Speed,Hydro Potential,Geothermal Potential,Biomass Availability,Energy Storage Capacity,Grid Integration Capability,Electricity Prices,Energy Subsidies,International Aid for Renewables,Public Awareness,Energy Efficiency Programs,Urbanization Rate,Industrialization Rate,Energy Market Liberalization,Renewable Energy Patents,Educational Level,Technology Transfer Agreements,Renewable Energy Education Programs,Local Manufacturing Capacity,Import Tariffs on Energy Equipment,Export Incentives for Energy Equipment,Natural Disasters,Political Stability,Corruption Perception Index,Regulatory Quality,Rule of Law,Control of Corruption,Economic Freedom Index,Ease of Doing Business,Innovation Index,Number of Research Institutions,Number of Renewable Energy Conferences,Number of Renewable Energy Publications,Energy Sector Workforce,Proportion of Energy from Renewables,Public-Private Partnerships in Energy,Regional Renewable Energy Cooperation
Canada,2010,Hydro,93117.9615250212,3607.446765794917,3289667346.3328714,98019944,181335748787261.88,236097.88250854143,17928.861181452085,92015.49999537796,378519.6863760693,62045,1,5432695816.178979,0,17.119613650297836,792.300512783668,147.06541426580225,14.268422185428005,77.92000515402523,42.12031654870343,50.44222823200444,491.9804107430269,0.9719705211173358,0.2417749272299559,114337090.59000549,875904123.6880661,8.294611808290167,0,71.86039544998513,57.70863922816514,1,595,2.453168187848465,0,0,41.97033993203415,76.34424536652386,8.417645841057574,0,2.4184751282408747,7.493385481280901,4.820970977816837,3.6916577579368703,8.999776053930233,46.98205206992424,79.19195349002707,88.86952094282921,980,21,6945,917642,70.68274036743392,0,0
Germany,2021,Wind,50112.56212140199,43313.11365500686,7910196685.732233,1213271863,132491239372140.69,433163.0606370011,58890.50357964558,82722.09428910816,93205.66359345046,426505,0,6477269526.653459,1,32.421132304739125,163.0187727243109,106.00512719848976,2.03324222406927,84.94467079320269,6.829400687268561,39.67453011448181,334.0691597180687,0.4592686439879411,0.3266837605538794,436774236.9548519,81965996.17495695,9.13540537736446,0,68.61075366027757,72.67488850964071,0,819,0.6537939032984397,1,1,29.225427807237537,91.38479831712596,63.060321096327584,1,4.016195182784454,2.601402919224014,0.2724447665681828,4.88356342564914,8.786619777594545,6.257099728931403,96.80524463686513,40.8812055885983,781,1,3853,873950,42.83409413823183,0,0
Russia,2021,Biomass,72620.62121843547,30614.20548666709,1338062337.8913789,201790722,162251220824205.94,244843.561799466,92265.98262290892,94637.4616053282,964791.374541568,145724,1,8296033696.487032,1,3.35424823196813,1534.254374235743,269.55545228771064,1.2268153288771344,36.19813358953851,79.63892453702849,74.37745510170632,860.6529382003955,0.3270873589296539,0.4373089801853922,177375750.65139097,645877532.0387926,4.75050303156051,0,18.301090981440904,84.88206024453116,1,169,7.883626651118152,1,0,99.68799966346596,1.4369770667489346,77.9902297470202,0,1.4205219894544874,0.0825618090797797,6.669624717773543,9.315655574141308,3.3855454359875403,0.2456759171560629,24.265000521327195,66.50055624455976,510,60,2911,189858,57.92248508853988,1,0
China,2013,Wind,6055.649786018873,27585.237435450985,1882700108.8333197,1261733305,105399365921006.38,847426.1494511716,4962.898935580316,32552.542689236863,308818.75915395026,609089,0,2296733267.5649657,1,24.122401836134195,2454.8212085303803,140.66082259819183,1.5944574664608702,95.89905760435217,13.363703037165864,4.730380966394876,192.3158795164014,0.5554827148618678,0.1312184016424278,62085504.796216846,711320150.1241429,8.846899859660516,0,7.93086226942199,79.55125112984419,0,831,4.499371868140493,1,0,16.76271743405585,36.2737154262429,33.23630074037517,0,7.272171118579775,6.54274095150919,1.484922084833089,4.680901068204099,6.150847342890684,59.65548226997406,92.37291216355472,52.587356293912094,881,59,1750,599346,18.196113290698047,1,1
Brazil,2002,Biomass,28232.463117492476,23609.600279052724,3265992211.26106,228364110,184354335633920.62,153103.52527272535,87039.80029374303,90209.10076498034,220744.1356338173,31171,0,6133847005.438595,1,35.13129614375184,1505.3820647483649,192.37648795393324,1.7219284481424997,54.7165893033668,22.19660887463321,7.321955286720638,658.8694377326628,0.610074749138609,0.4289114725213679,326847519.0696618,937135556.457114,0.6333907966719143,1,39.10219897552242,79.99151833406441,1,858,1.2130605999995103,1,0,14.38177055192208,29.160820205326743,94.3607176212264,1,6.57554965026968,9.429148353445669,7.695315604809247,5.539488836486123,7.855547366678462,61.62416963594153,76.18775947089908,58.39343675257885,749,53,4071,442826,81.49444154587889,0,0
Canada,2002,Wind,56286.23602091024,2227.7336602183905,9723321126.964935,685981383,49568528711088.38,899852.617747812,3249.7504431202897,20681.492177249635,178032.5368915437,781256,0,8365980350.564254,0,2.0894200906925207,1300.7209740550245,278.60228008876936,13.412760128111202,97.227105349289,33.31403569860384,81.42281039641253,620.7564636719989,0.666737517015567,0.1197678910826729,520726500.8555912,838426618.449813,6.184324367836208,1,30.515248613337487,26.96425801479252,1,692,2.986883259405999,0,1,42.413692338425925,57.11596183536752,95.4641772969938,1,7.276826565185727,2.100809151261495,6.068560588113768,1.1709091098332258,1.4647329040933388,22.47827308385675,76.60464354611811,22.990495287664736,778,5,2312,288886,59.81494022957846,1,0
India,2012,Hydro,52312.39204407467,23474.533382711248,5575420987.598075,125189639,189659721139892.3,145191.2398786588,35941.027955316866,99912.21381310512,515556.0319338584,438933,0,2800987688.66778,0,9.423593571578715,1178.0572410114085,197.65004785343524,0.6186199003846643,63.500073162848444,72.06899508657148,30.770615864959797,984.976642661374,0.0398481365872513,0.1720390454774957,285051478.32234585,13490636.588576777,6.545047177468696,0,12.262041421136406,10.234084029036085,0,464,8.154531099930937,0,1,61.87694981442971,56.16820643871744,71.0154329102679,1,5.473758431905921,8.039140993477535,9.854765086457483,3.672515545607016,2.073321243858305,31.253078604500384,32.58157932685995,43.52689504922325,664,40,9443,311470,24.6163424091961,0,0
USA,2011,Hydro,21469.44839077439,1021.1441230431442,7412586893.467252,415231934,105699937050484.69,690484.2634184286,47541.66202700971,68839.80928680958,9632.213062156428,298602,1,2494097447.345483,0,26.79544473778344,2745.7547742198008,288.7950015997761,2.824655381035925,52.84851667827388,55.64284468884279,44.503839349198095,646.6344095457648,0.5271322323184348,0.3423194289575906,558189531.9983187,322630949.6408189,7.2034809856863244,1,76.8988819545425,13.179006909708768,1,606,2.5766029603373064,0,0,93.13417494027,0.3774480249521983,33.75300987494464,0,6.001955495095133,5.582575201173023,1.7272872272455364,0.7423813234176824,8.637515992343719,73.11369422860743,50.812729656306885,50.93553762223851,159,25,4907,149308,98.61148428194078,1,1
Brazil,2008,Geothermal,48425.01788373709,45391.25570202893,6047810661.224856,164164540,91972560648474.88,684878.7636989725,83424.81951002264,8262.319846119231,277043.7975274009,570422,0,74358982.65838987,1,9.133377128040191,2029.9672803362944,211.1013556537411,0.954452493834485,22.571168783751727,15.481764155633892,79.74732096230937,394.3961838148762,0.7692090354524829,0.258002259775225,617873371.1717671,416265971.4680232,0.2874900324567753,1,30.562598789277907,89.3479882567515,1,762,2.12602258712972,1,1,65.27996909026108,94.02002183541676,87.27997386272858,1,1.624588341629204,9.67068537074695,2.1136501814621966,2.2653143523278265,2.1466770673168534,51.60510446202298,28.02921985900183,98.10887948610788,941,73,3164,40585,10.31962803071773,1,0
Australia,2015,Solar,57524.902125687855,19094.6907586243,2979810349.895072,1172354049,134225000630542.44,995085.9955043088,90101.56063906256,52820.84871698856,757429.6197432958,813456,1,4815268633.0418825,0,14.6312198641211,2681.537503892444,135.45170003291685,13.133635866942743,68.94936359929797,67.88219051650121,64.63479446066218,702.2424508493664,0.4006193286368705,0.3136962542604554,500759945.1993239,683036584.0258664,5.792829595614326,1,31.71639578448118,94.25622789979438,0,217,4.229220496009233,0,0,90.00613609015967,78.87241221256866,10.947077130355709,0,0.9358831023163738,4.0869928251246375,2.282713208163826,1.0670710411835749,5.794381610371384,46.449415490951374,50.786034845568096,31.742360101841427,215,48,5180,937746,73.89371377326772,1,1
Brazil,2011,Solar,25460.77232937853,17997.21098751317,801360121.6211354,1287627478,183542353320079.44,330583.6885539693,84746.95644756319,51333.85940853259,61208.624104867,421736,1,138059933.14709944,1,37.057776444061474,2054.2405913902653,172.44686460024877,14.835880440930708,77.60804271249141,82.61349401447447,84.82151864737804,133.23216087654316,0.285672469399821,0.3555912286273272,391832484.457622,436942902.97264594,2.9925523392107745,0,33.56110007259097,97.4778894793127,0,656,7.459599329464075,1,0,84.37351119381866,3.8770777080377794,37.28566685455863,1,8.31540577288145,0.812834322772682,2.773445743973456,8.666760383237332,5.258324057812276,40.48679237931015,6.879951876958479,19.832445319942305,337,75,3097,442198,8.745796277061334,1,0
Australia,2015,Hydro,89130.9801560811,1410.186415811205,3925354002.3041472,1157273175,126003163654217.05,72325.54548458931,27309.456559335085,18460.499252483773,845893.033285512,332601,0,4121700802.4392343,0,9.237693867715944,2398.89101219382,276.3234745850939,3.32460532670223,57.5022156693633,88.70209135479618,43.26326714135269,541.692667049767,0.5208602867147235,0.131079065646343,463963125.7932972,592836471.1244112,6.388919992101049,1,8.127169920170218,72.79359028232585,0,269,4.469413180245888,0,1,36.82918265332423,80.14081410814484,93.07597492516511,1,6.807959582948936,4.832999361272484,4.439858681124091,0.337828994923105,4.330065437841874,94.69384688424324,97.39167893206717,37.95660402564894,656,13,6332,235633,98.24468640027682,0,0
India,2020,Hydro,84510.20800148937,32024.062411098854,8407228250.1744,526329797,8351854591135.158,680798.7258838384,44305.734447929375,84331.66610289988,139377.2099666251,882712,0,2091912919.9986129,1,35.47234743552432,1482.6098081388816,174.91691448378708,5.466438950124994,45.51673029333235,82.78996907818829,31.77983834217398,564.8048056460079,0.3495663737884543,0.2152955597380039,403045910.73174345,428579762.0670128,6.791944056738155,0,67.35761557555864,92.68943108540992,1,434,9.232914242613155,0,0,77.65740842405671,78.99563113065045,44.13546872974084,1,9.575089009339884,1.3009581639202838,2.9681619826871195,9.113007777427644,1.8862236841053623,53.151181454405695,78.73410965961325,17.171865628019354,889,20,2088,781855,33.102048189574184,0,1
China,2011,Geothermal,82925.44921354055,13888.311137092898,7032294535.59377,1484129985,60768428179005.49,133315.61098710637,10642.50379475556,86302.66110853043,441170.5477240528,411405,0,3059730745.8244514,0,16.7683324670459,1127.682077902583,297.74865256821823,3.730209243440545,27.163735716692223,98.98680552030758,15.00854452704089,136.5302215139013,0.6850116718519813,0.4764062315559199,451907862.6755957,648098637.9013793,7.484393970640992,0,25.68858007897685,74.21490710010737,0,516,5.193132607501597,1,1,57.197119416463,61.55177403884663,37.743835155342566,1,7.660084375287154,6.864701575217442,7.909942008206055,2.213651231436924,3.548002058151273,97.39404335806238,63.08580903667643,66.50478475773728,562,33,9833,453316,63.29735462804283,1,0
China,2007,Hydro,35047.3252745184,43191.369058688026,4221885906.8420687,281792137,54655765229174.84,572886.3420419712,93623.52544370954,1501.7122961284629,158139.3060113846,215387,0,6592597311.180664,0,10.847017988410826,149.47868692888173,255.58605598894212,6.4792891651202025,71.63508790561386,63.26456686845843,17.836601240062897,327.29168790650255,0.1325349951141311,0.3456126566107061,116315910.28592607,61037987.95119742,0.0614920118461104,0,62.51849079217956,17.8237244387639,1,737,7.083826504877279,1,1,39.29914583259004,88.6736918797503,27.44546465230108,1,6.979155769672268,3.0191143636340625,5.866759001988636,3.3253833745723997,4.180632284171388,53.48298019650108,62.13256888234668,55.99206540022925,813,78,9989,768074,95.87422420226504,0,1
China,2015,Wind,84080.51717496585,36007.2141413297,298174926.5705228,1395772027,99307529470915.22,62721.428771562205,70706.18484942216,62975.040133740025,253938.6027222722,225962,0,867408638.3508992,1,2.3588302150280995,1346.6789962238518,292.42969163942803,13.456570571105663,83.39913775382085,19.37828508315408,79.48557484393204,417.7500711970667,0.9386070987592802,0.3254418058929969,166346052.89124334,881499504.3084377,8.33063113321574,1,54.01228031864479,88.54797922629825,0,361,5.8743283725509,0,0,72.7319550462484,20.68334802391454,44.50241280074842,0,2.6659868374779,7.187029255115843,0.6742705399289328,1.905641124676638,8.95913234726981,58.36799991725504,4.943244313616802,44.98542530154616,363,50,3261,290856,19.27272458838042,1,1
Germany,2012,Hydro,17034.752290471974,38354.0670567736,6009317737.458584,625709407,26433066821521.37,507624.7582681954,58130.52392874726,77941.92896685278,302752.9737551627,879901,0,9465728943.958,0,17.18035983745442,249.2225151650427,153.7357640323077,8.895436165042746,15.38307777407837,75.82916601085275,75.27588118878413,887.6066383283184,0.0085446166038233,0.4180531830340687,477701901.2951301,80328989.84979808,3.5654347886574103,1,8.890550940084319,37.76703494252176,1,687,6.72391401172093,1,1,11.543224851040613,66.01897834516019,30.782828546871023,1,0.4953521710597253,5.382785614875561,7.506725261667787,4.739687521994633,3.6632594525009177,70.16605434482607,18.214802628286066,61.62977743043252,998,65,1525,146998,89.87605697694842,0,1
Canada,2007,Geothermal,16908.3347537797,14440.241278202,7935535031.563793,824382343,43115039156554.63,64139.34061188599,8185.645042977114,96442.30885850484,761811.3922270029,253175,0,102705471.79880534,0,11.475807759874217,1885.8292942650291,164.23267198876158,3.2031120848091508,87.883453033686,90.55973863692311,99.65542615286569,799.9393834917029,0.8587555780449438,0.2716234941121756,134569351.47139043,633023040.6798127,5.419968286712882,1,78.66374098823738,31.58985308942134,0,810,7.656708588132648,1,0,84.93584023886778,87.81542799936183,53.48532198845345,1,8.432277764704327,7.596084554897993,9.44113879962412,1.7375574561923524,8.531997808137247,0.2446958525393006,63.11460498652607,19.87147055944024,247,44,4167,746227,55.67000565435198,0,0
France,2010,Biomass,25059.907750623213,1433.3918411522145,6039510224.627967,980571994,75058723114324.0,731713.5774125766,87191.6098565795,95468.71448802724,160497.28132947822,858802,1,9837515849.118906,1,25.216253759862937,1862.121354405352,236.88969040259585,2.437246899053442,49.25698423349844,4.815256940406776,32.33441726766119,608.3861341526417,0.5154364758853337,0.2134811186768688,935784963.8088568,14097314.253985526,2.7412354200972766,0,4.769024782421239,32.45121963799497,1,779,9.971382186857356,0,1,66.04213186862108,45.52137260552252,6.129887833949588,1,7.401418861629244,0.500163370544433,7.9421105501160225,7.53941191774557,6.000117542998695,11.115040903025983,67.55895269211247,30.23436780283604,672,32,8610,468293,27.575147149178093,0,0
Russia,2022,Wind,84201.27549166404,27760.16480394416,9912777571.624329,1294478571,66634036174713.336,990252.1021723103,33159.2095753944,17806.950708148346,301334.7202279077,824533,1,8915543457.143066,1,26.22681218886169,2118.2986263742296,269.3031150026922,2.528372889021397,42.834359628551454,48.69177725100289,80.34062549179859,333.0729146363624,0.5558581134810638,0.2722656047257117,703634668.4263519,719179789.0257792,9.361724818747568,0,71.52987585510175,87.1229307356733,0,139,5.117447739820983,0,0,12.303907305013285,52.00732529252517,79.05553820360784,1,5.658959277818214,7.822541684960276,9.810822855027483,7.466728572296052,5.035792149061328,90.73366595261074,31.84367566320088,52.21245244222261,776,31,2471,866484,50.26912916580498,0,1
USA,2014,Solar,89112.98199151411,43304.79680022438,2616267493.1680384,1112686632,119775996465130.8,232802.1500041268,48959.20597152607,71329.07666226519,936800.1085286426,432256,0,3065755329.9264293,0,37.39906065807734,299.3341508720679,185.99579738904748,11.02129775535612,7.942204369364958,14.742951589965417,38.68189596261215,265.9642866243672,0.8552712298151479,0.3168980565293765,254445143.40739992,198733278.48870265,9.546988333985349,0,16.649385359620716,65.17444938296337,0,655,4.854465852306362,0,0,39.94929498100106,81.03965018788134,85.27346129121666,1,2.884962947770288,4.670450140045176,3.2399785155745557,1.800469885934649,7.706474131961984,22.19525561538137,43.657976822765,58.7805684777093,162,51,9978,498123,8.083663672385022,0,1
France,2014,Biomass,23108.139662554186,29243.00797194437,6111773586.924753,45002594,145657442488412.84,753859.3758541081,59774.91577493215,7823.207462962767,546486.51201907,245221,1,4604479386.378025,0,33.49083293391908,2743.7400571598823,131.08373705545498,4.657520574145136,87.92812990476673,41.72954525701553,31.471307613465616,235.2075201330788,0.7592512400521529,0.146362135440834,57361951.03822804,862255811.1597512,4.800863311312956,1,2.7923905354487744,13.222680691705955,0,461,5.0907125462589065,0,1,71.99471315413211,55.69442292220336,5.227790692286027,1,8.942713980952217,0.4606045265103375,1.7887226469826711,1.351947838000983,1.8768467479843556,67.47622927068325,98.35788462235293,67.00745326240627,247,14,3465,43454,71.12111107066494,1,1
Brazil,2018,Hydro,67246.2884968573,6980.818054044823,221727721.10147747,453423836,20541343180102.258,58439.43460603151,56608.47467274013,17610.35160014832,349780.9614387803,799927,0,869204410.9951403,0,38.01633875287206,738.1437560446793,157.383746519927,1.591749308897048,80.2932929665011,3.512205941206381,55.39429269544696,248.32261560361928,0.1995844601430934,0.4669876310303446,601637830.7353615,92121029.46825404,8.664761535591083,1,49.212207606513495,91.1425729927892,1,455,8.612769884906527,1,0,68.31321971262582,92.9190319637802,18.54650679372988,1,2.833494035495594,8.223947934387938,0.7032203872613096,3.018967971282493,9.777272997457333,83.54726959062552,29.889133615151884,83.13392664356137,284,66,5076,894835,20.122338947785856,1,0
France,2009,Wind,81776.58591372558,30921.251716579747,3888148722.339559,1437051748,130499378970554.2,433801.07057265856,36586.95797886175,44558.49630894541,855306.1188543326,915339,1,1096112252.502253,0,17.837064195112728,1403.8574803292506,125.95936508936587,4.881257279471128,41.20284435696481,71.01988457564514,98.80814213890636,525.3477358609852,0.3324971903042882,0.4409374161765976,780492937.8782198,436967967.8642385,9.74507365437426,1,89.72423214148237,64.93242484077875,1,996,1.2885192136671575,1,1,62.604931214801695,9.906177834749109,54.44643070653562,1,5.887195874832239,5.067706149847545,4.4969656817318215,4.310471102618118,8.250934679874257,1.703882456954664,65.48729363137436,0.1530235550187608,189,73,1101,243324,13.11448118060332,1,1
Canada,2007,Geothermal,67493.42575267432,7172.965518094095,9607710947.95604,150490201,76984951860192.45,724939.5399394508,15521.09692790182,49271.13762668891,407305.6654555045,337070,0,8877563162.3038,0,12.438451529914945,1165.2166242551948,190.9017335957654,0.8607614021190041,58.18833790432972,79.51568497459255,98.8794257906325,994.38618091632,0.2780879924275902,0.4925821549695754,378095754.9181793,771865864.7599626,4.401227588498696,0,89.71320255246505,47.17224827640732,0,68,8.52949153461299,0,1,65.60133127594264,16.770756946266186,22.530657021945387,1,9.96853273690733,4.898987733773723,9.11089245256194,9.455836283956376,4.022337095165705,94.42415191195956,99.62987443227271,55.83705048674429,538,19,7476,795338,38.62770899713712,1,0
USA,2001,Biomass,72834.65643613189,31130.241323073747,504694869.92290753,220510423,168050541499039.56,85949.95513829443,86571.77686616372,30346.34805989042,813733.6051116657,530058,0,722980002.007759,0,29.971360470682605,2539.3390280119115,265.6501246096341,4.254639876603897,43.84200129230849,53.058536309912064,45.39283520935521,55.30463419676179,0.9151987733513128,0.317699467804618,32384071.647000864,310892782.4854284,7.106371689076042,0,45.34189048136533,94.60756504498436,1,161,1.9875339504018907,0,1,84.59264812890333,59.13576492675327,32.23666792516611,0,7.12470433416734,3.9849509175721662,3.7668810076281862,1.1196732159267542,2.141947189674517,27.0458353522825,87.82954311002123,43.14705707085138,651,60,3099,180810,68.74399783528308,1,0
India,2018,Biomass,85703.93550745097,1860.4567266897743,4019105340.9466457,72632568,103633013452985.36,785541.4254546943,53203.66402454817,66487.21622171352,167135.03107871287,691668,0,8948076243.404108,1,27.26433050865119,2769.4522104950865,122.32092626392748,7.825494703645058,87.33584834792153,16.326242330644558,39.80692035399358,658.8680819355563,0.7399710550396998,0.2311167244216136,425674724.86073285,674055167.543352,0.9928686872629988,0,41.56185984324664,89.62169801438665,1,499,6.192485303103484,0,1,13.432091744842978,90.60657127951788,48.88366317089463,0,0.3841931117235886,9.32175981915248,3.346008145922028,1.8706701597347144,6.949265089548797,5.300230031147979,97.1516431254186,23.633100681567488,620,99,7352,677406,79.6349586518864,0,1
India,2023,Biomass,43844.45286321922,27589.68636302069,9096401118.940956,1458887425,13918892174626.436,176820.88164344424,30013.62053669561,61537.31375402791,167284.65056548666,631173,0,3169184331.123837,1,11.263762671955403,1191.9717410792946,103.48162960960458,10.966889627981828,71.82799110268473,48.23097400866331,3.530419033877219,299.4248488974633,0.3918181130554073,0.33516714887933,262916013.60778263,500097291.45712775,1.203581728820866,0,43.57863548082099,16.063451028652466,0,705,8.251814404872727,1,1,43.25855865990681,81.9575827052999,11.38329286526908,0,0.572327951366034,0.2388931977777308,5.373928606212091,1.1608707964176002,0.3031539866674027,53.85357956193981,7.869892820648294,78.7722302173562,585,19,6492,211266,34.438622169923086,0,0
India,2020,Geothermal,21785.148584041614,20550.668918591586,3341577592.0875382,1333814296,181392891912301.7,828874.5159795935,39727.85363378879,55941.8273673501,947772.565929617,799532,1,3608776791.841382,0,7.909678294773151,2801.5854855800912,104.23567275009307,11.4708227055857,95.2595228776627,15.644706583585988,93.00833825841474,605.0548328552857,0.2938761718815081,0.2127875167179107,127715856.58431688,657393823.3049799,2.2039767329450424,1,49.56746386929098,70.14416997204845,1,2,5.125013707265799,1,1,87.17647191889272,37.67290057005519,88.8648205426046,1,0.5005910281349035,0.5695153567373679,2.1126708183532528,5.536655303095124,5.508700010976381,36.15869496577351,60.42657703243687,16.63386232204408,936,32,8897,867495,89.91527121782335,0,0
Russia,2001,Wind,84376.67979691783,11959.110756964506,9080098590.54835,290894850,36251871150022.31,896992.7092835499,52320.91786576596,20755.591284066184,787376.9565714701,195559,1,7847489240.41186,1,15.065674950634197,2900.916849802015,116.4407021789546,2.312362127206961,6.688120707471801,31.634326035634007,31.731502842148696,149.36007599780962,0.920798430712607,0.4299830516413076,33993892.22653566,764346344.1530999,2.5509155476012166,0,71.84828703449608,76.95867174828325,1,971,6.978218906413687,1,1,56.18764171845909,48.44970725505099,25.397170921880765,0,5.077355256098345,1.7333405011737146,8.860856569905994,6.990791880502396,4.018142509228539,95.36093575589992,57.936557510300624,98.92709364248536,472,95,1134,427257,40.004434418539766,0,1
Germany,2008,Biomass,10296.824753173045,38902.80431190189,3330397994.4721675,38792545,41597738074376.51,5402.7463342761175,8623.974691262629,53573.045404479046,295864.1506700005,838631,0,8972969783.060349,1,25.77501870731896,1280.4317771528467,141.35526197069944,8.731589510471805,55.28088862190975,20.09477844262272,77.48225893908355,671.8139246745744,0.9901259312464092,0.3350212249190233,659046963.6143143,36855954.56811816,2.5041017498907125,1,11.030498332262871,52.99602571730984,0,916,7.858972053312473,0,0,95.999765557726,65.44727357397265,10.650946810030238,0,2.682335394364237,7.33226587910666,6.258725511010084,8.699520601904108,9.725452895888823,64.68262759570985,41.81827415479415,38.96083707920894,999,99,8043,297599,53.72647084780277,1,1
USA,2011,Hydro,24587.6028154543,11127.677854292537,6582881281.96477,958860017,151715847695908.3,581703.6414610149,86004.11869559549,94355.9017170276,29734.321049895363,58863,1,8138928168.956973,0,-3.454447109138239,2846.467781968063,107.7868354695234,12.561866105702816,3.6861351949985854,18.39619794251046,92.30281736744683,878.7076147838883,0.2069046330840697,0.2610443527546413,107594688.5130173,968809400.5272094,5.753048638371114,1,2.523084192297187,50.69255814789828,0,201,1.0564468740927102,1,0,45.44487950236833,68.89668503283262,83.23224188604436,1,6.352178125560509,9.830837590878213,3.1316576590579404,3.644687231608369,6.257067722293794,28.271986885785083,71.40824997947813,31.29423474371353,766,86,3562,406214,50.248674477103975,0,1
Brazil,2002,Geothermal,46316.92552874512,37230.78880762857,9865520117.689074,1072902644,13499678041481.354,638601.8718834886,70521.36269293985,68385.83303632347,346768.092187628,634347,1,2820055848.7255087,0,0.5168280156854035,335.7689582956201,218.26355436068712,4.799572779199986,69.86812053475684,27.495260891225826,56.85572592872802,601.231275394449,0.0842872390438277,0.3493333877316823,14165941.78119928,641516745.8238763,6.660840739687247,0,64.01222946143359,22.259176020569782,0,58,0.7580540160457805,0,0,44.04741029398973,95.50743643866224,68.91126629740639,1,4.150565521561219,8.15807187212833,9.644566214371745,7.294862358828943,2.824219160174155,7.078603512288828,68.13400345722404,76.75131032995573,771,90,8437,873924,43.61483062065199,1,1
USA,2017,Hydro,43940.440521189536,7839.576873922435,2328486565.168694,230596358,149806241661212.2,14433.955690557685,49832.88341927072,86050.54463875775,485837.779184171,812697,0,2826345075.50685,1,17.877388749995834,1050.4745295792463,270.8089962293834,14.134104190300455,86.11963899074998,90.94373256477373,24.83108636935673,664.1132379236846,0.7787607759603502,0.3368473296389168,78266840.81659286,759921047.4767222,8.56585392276164,0,42.65582656812998,22.06717930762383,1,325,9.165168864132731,0,1,89.94368439658665,30.42602959528461,0.8403854404188893,0,6.976409135750639,1.4745350968201076,2.663033040927784,0.0941039065959958,5.925384490732451,60.87677747668694,29.17237636279657,43.31042251367309,267,77,1676,813038,72.60220913297353,0,0
Australia,2009,Solar,25606.69521671131,19959.078387426373,2320138533.9035354,169399504,52364003060989.3,210798.7197100665,40759.33310729464,66287.62893036328,380598.3836149778,394329,0,7584759186.399537,0,38.91772193013395,982.8837994330725,264.5106300063691,10.854737073467303,70.72132994548498,88.56464185740592,93.50620276365156,104.88271210682665,0.5143732246395477,0.4549937137431001,662852165.7841711,527181251.66746527,0.4751583064795717,1,77.31566838277804,24.05173204429948,1,210,9.66648245929731,1,0,28.875768485685004,45.9670881982704,67.91873415641193,0,7.632351439084451,4.243715376052744,1.7489477245712282,9.134262033640203,5.150849409244763,75.40762556773721,13.368714342339436,3.9444628332783727,40,75,7188,13807,86.57313017175512,1,0
USA,2020,Hydro,8883.530389015408,28294.358996992712,5448697655.126579,1007322717,185767261710137.9,166880.21663430272,8605.247817568728,7886.796672898762,272836.30524173647,822598,1,9138730383.402555,0,31.45735762948337,1372.3164615338903,282.40849171706395,7.486193887990466,26.95396517052202,7.899071313065297,50.97504593812292,409.4603854926614,0.2720843351808423,0.101022342257087,556645212.1948699,977449886.2743516,8.92655515128779,0,52.56002532579244,73.84683359936727,1,99,6.376267975443661,1,1,62.58231172314487,28.773870369133025,64.7562175147688,1,8.89244905015375,0.2049715385759509,4.537459380487476,0.3947241004434476,7.79869471205852,49.615499338767854,68.16962715963086,47.8002577577494,111,35,5215,248109,45.04893102593967,0,1
France,2016,Geothermal,35500.926581459134,21641.11627183241,6536709907.41936,1334194993,180108845553577.66,900372.5516606761,24922.12500532445,98787.3965233268,298629.8517445731,462594,0,8389007906.395638,1,5.023814073030289,1710.7446801477804,105.03961989271848,1.9399542760176456,3.483641007597249,30.027317326384217,10.764362403134465,379.2244540764428,0.1419870945204607,0.3949716400235016,869067208.219243,398134844.2807635,6.797868364170352,1,70.12700915133294,89.51664254004965,1,747,1.7433265350398908,1,1,12.128233615760664,95.1801792910188,29.812663836421198,0,6.308064575500637,3.635532673058461,4.672377708371325,8.376503050729491,1.0887873429686543,81.04595323823017,5.4183398804253375,18.051518427147595,299,40,5131,972291,17.550470837991494,0,0
India,2012,Geothermal,81796.13649814908,34389.369291539246,5941908625.900545,410334061,176949904390385.75,888488.020548828,86306.32109579549,34294.65788306102,949378.4527075548,965166,0,4279206288.119097,0,16.124548915267276,715.6994170420472,113.74220090667237,14.72572841459667,27.83446709524361,91.02748878894457,57.46681666604948,823.323355469501,0.7744974133355235,0.2291554035080623,498678608.3244358,888462865.9726162,7.405449396458082,0,91.8873174856887,70.97534273179828,1,217,2.1999508257356712,1,1,27.69052714621064,59.77287011621832,12.188230984771684,1,5.01180856613076,4.199132804520728,4.58174702177983,5.380768253095526,2.6303342081666004,81.09419479941444,58.42978297345853,17.858112190552355,574,57,176,73721,7.989496914370031,0,0
